impolite,polite
0.7126409547099742,0.2873590452900259
0.036195633019697956,0.9638043669803021
0.10270611357011719,0.8972938864298828
0.1463426865365064,0.8536573134634936
0.07806500378368447,0.9219349962163155
,
0.03342136565196478,0.9665786343480354
0.1934825305758596,0.8065174694241403
0.09963321779264062,0.9003667822073592
0.009671691445466911,0.9903283085545331
0.4877437125628041,0.5122562874371959
0.30480124526928454,0.6951987547307155
0.06752984447471078,0.9324701555252892
0.7992167147130755,0.2007832852869244
0.04347064114753811,0.956529358852462
0.13005207945795116,0.8699479205420488
0.08677594713001661,0.9132240528699833
0.12166110676894007,0.8783388932310598
0.6870117096655916,0.31298829033440834
,
0.11688879664017308,0.8831112033598268
0.016295051664925987,0.9837049483350739
0.0996893869227087,0.9003106130772914
0.1831519146850025,0.8168480853149974
0.6463405996321295,0.3536594003678706
0.4728968251950548,0.5271031748049452
0.08298002636223381,0.9170199736377662
0.1319146658633148,0.8680853341366852
,
,
0.07576892435535701,0.9242310756446429
0.23410921543891985,0.7658907845610804
,
0.022609235134399615,0.9773907648656005
0.22685693950269825,0.7731430604973016
0.01432184596122448,0.9856781540387756
,
,
,
0.39704027043213186,0.6029597295678681
0.46653243112636955,0.5334675688736304
0.037689337005303,0.9623106629946969
0.022110766793850167,0.9778892332061498
0.43462013352003254,0.5653798664799675
0.14075398808342215,0.8592460119165777
,
0.13858379294960924,0.8614162070503907
0.15420592582571474,0.8457940741742851
,
0.05442704330840578,0.9455729566915941
0.14942571957330592,0.8505742804266941
0.07308427988005678,0.9269157201199432
0.026777598885230992,0.973222401114769
0.1260554128166668,0.8739445871833332
,
0.083863076052378,0.916136923947622
0.6081966793656185,0.3918033206343815
0.3651575615472762,0.6348424384527239
0.17881457720056954,0.8211854227994306
,
0.30116207870314304,0.6988379212968572
0.3075126104080283,0.6924873895919718
,
0.28218247758460824,0.7178175224153918
0.39516881514819124,0.6048311848518088
0.031168078649306437,0.9688319213506935
0.5463625774195535,0.45363742258044654
0.04497378964729188,0.9550262103527083
,
0.3868455794511342,0.6131544205488658
0.41066967088541084,0.5893303291145893
0.35588800928193126,0.6441119907180688
0.5320314005339127,0.46796859946608715
,
0.3840971010590844,0.6159028989409157
0.12411958173855447,0.8758804182614456
,
0.3111909481444061,0.6888090518555938
0.18091862001066275,0.8190813799893372
0.6968156233754492,0.3031843766245509
0.07894586250290223,0.921054137497098
0.46119773987170076,0.5388022601282991
0.10973722472566698,0.890262775274333
0.12151670666603345,0.8784832933339665
0.678800499640033,0.32119950035996714
0.06901343957090732,0.9309865604290928
0.5249674019769945,0.4750325980230057
